"","ZIPCode","Community.Area","Community.Area.Name","Birth.Rate","Prostate.Cancer.in.Males","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males.1","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","Per.Capita.Income","Unemployment","2010Pop","Neighborhood"
"460",60639,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,52039,"AUSTIN"
"461",60639,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,52039,"BELMONT CRAGIN"
"462",60639,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,52039,"LOGAN SQUARE"
"463",60639,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,19992,"HUMBOLDT PARK"
"464",60639,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,19992,"HERMOSA"
"465",60639,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,19992,"AUSTIN"
"466",60639,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,19992,"BELMONT CRAGIN"
"467",60639,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,19992,"LOGAN SQUARE"
"468",60639,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,144,"HUMBOLDT PARK"
"469",60639,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,144,"HERMOSA"
"470",60639,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,144,"AUSTIN"
"471",60639,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,144,"BELMONT CRAGIN"
"472",60639,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,144,"LOGAN SQUARE"
"473",60639,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,0,"HUMBOLDT PARK"
"474",60639,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,0,"HERMOSA"
"475",60639,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,0,"AUSTIN"
"476",60639,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,0,"BELMONT CRAGIN"
"477",60639,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,0,"LOGAN SQUARE"
"478",60639,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,14387,"HUMBOLDT PARK"
"479",60639,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,14387,"HERMOSA"
"480",60639,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,14387,"AUSTIN"
"481",60639,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,14387,"BELMONT CRAGIN"
"482",60639,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,14387,"LOGAN SQUARE"
"483",60639,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,3845,"HUMBOLDT PARK"
"484",60639,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,3845,"HERMOSA"
"485",60639,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,3845,"AUSTIN"
"486",60639,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,3845,"BELMONT CRAGIN"
"487",60639,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,3845,"LOGAN SQUARE"
"488",60640,3,"Uptown",13.1,25.2,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,32355,7.7,43201,"UPTOWN"
"489",60640,3,"Uptown",13.1,25.2,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,32355,7.7,43201,"LINCOLN SQUARE"
"490",60640,3,"Uptown",13.1,25.2,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,32355,7.7,43201,"EDGEWATER"
"491",60640,77,"Edgewater",12.1,23.7,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,33364,9,16678,"UPTOWN"
"492",60640,77,"Edgewater",12.1,23.7,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,33364,9,16678,"LINCOLN SQUARE"
"493",60640,77,"Edgewater",12.1,23.7,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,33364,9,16678,"EDGEWATER"
"494",60640,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,5911,"UPTOWN"
"495",60640,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,5911,"LINCOLN SQUARE"
"496",60640,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,5911,"EDGEWATER"
"497",60641,14,"Albany Park",18.3,13.1,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,20355,9,43,"IRVING PARK"
"498",60641,14,"Albany Park",18.3,13.1,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,20355,9,43,"BELMONT CRAGIN"
"499",60641,14,"Albany Park",18.3,13.1,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,20355,9,43,"PORTAGE PARK"
"500",60641,14,"Albany Park",18.3,13.1,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,20355,9,43,"HERMOSA"
"501",60641,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,33165,"IRVING PARK"
"502",60641,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,33165,"BELMONT CRAGIN"
"503",60641,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,33165,"PORTAGE PARK"
"504",60641,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,33165,"HERMOSA"
"505",60641,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,17057,"IRVING PARK"
"506",60641,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,17057,"BELMONT CRAGIN"
"507",60641,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,17057,"PORTAGE PARK"
"508",60641,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,17057,"HERMOSA"
"509",60641,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,13826,"IRVING PARK"
"510",60641,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,13826,"BELMONT CRAGIN"
"511",60641,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,13826,"PORTAGE PARK"
"512",60641,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,13826,"HERMOSA"
"513",60641,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,4283,"IRVING PARK"
"514",60641,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,4283,"BELMONT CRAGIN"
"515",60641,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,4283,"PORTAGE PARK"
"516",60641,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,4283,"HERMOSA"
"517",60641,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,3289,"IRVING PARK"
"518",60641,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,3289,"BELMONT CRAGIN"
"519",60641,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,3289,"PORTAGE PARK"
"520",60641,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,3289,"HERMOSA"
"521",60642,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,1,"NEAR NORTH SIDE"
"522",60642,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,18211,"NEAR NORTH SIDE"
"523",60642,7,"Lincoln Park",13.2,27.3,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,71403,4.5,0,"NEAR NORTH SIDE"
"524",60642,8,"Near North Side",10.7,15.1,35.9,8.6,69.7,9.6,34,3.7,24,142.7,15.1,27,3.2,6.5,33.6,15.1,22,311.2,0.1,244.4,"235.8",5.5,13.4,2,23.3,3.4,87163,5.2,268,"NEAR NORTH SIDE"
"525",60643,72,"Beverly",11,44.7,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,40107,7.8,15976,"MORGAN PARK"
"526",60643,72,"Beverly",11,44.7,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,40107,7.8,15976,"BEVERLY"
"527",60643,72,"Beverly",11,44.7,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,40107,7.8,15976,"WASHINGTON HEIGHTS"
"528",60643,72,"Beverly",11,44.7,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,40107,7.8,15976,"WEST PULLMAN"
"529",60643,53,"West Pullman",15.3,62.9,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,16228,17,7360,"MORGAN PARK"
"530",60643,53,"West Pullman",15.3,62.9,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,16228,17,7360,"BEVERLY"
"531",60643,53,"West Pullman",15.3,62.9,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,16228,17,7360,"WASHINGTON HEIGHTS"
"532",60643,53,"West Pullman",15.3,62.9,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,16228,17,7360,"WEST PULLMAN"
"533",60643,75,"Morgan Park",13.2,39.8,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,26185,14.9,17099,"MORGAN PARK"
"534",60643,75,"Morgan Park",13.2,39.8,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,26185,14.9,17099,"BEVERLY"
"535",60643,75,"Morgan Park",13.2,39.8,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,26185,14.9,17099,"WASHINGTON HEIGHTS"
"536",60643,75,"Morgan Park",13.2,39.8,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,26185,14.9,17099,"WEST PULLMAN"
"537",60643,73,"Washington Heights",12,56.2,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,19709,18.3,9517,"MORGAN PARK"
"538",60643,73,"Washington Heights",12,56.2,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,19709,18.3,9517,"BEVERLY"
"539",60643,73,"Washington Heights",12,56.2,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,19709,18.3,9517,"WASHINGTON HEIGHTS"
"540",60643,73,"Washington Heights",12,56.2,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,19709,18.3,9517,"WEST PULLMAN"
"541",60644,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,48648,"AUSTIN"
"542",60645,1,"Rogers Park",16.4,21.7,62,11,73,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,"423.3",11.4,22.7,7.9,28.8,18.1,23714,7.5,5820,"WEST RIDGE"
"543",60645,2,"West Ridge",17.3,14.2,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36,14.2,34.7,331.4,1,141,"205.7",8.9,15.1,7,38.3,19.6,21375,7.9,39454,"WEST RIDGE"
"544",60646,12,"Forest Glen",10,20.3,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,41509,5.5,14990,"FOREST GLEN"
"545",60646,12,"Forest Glen",10,20.3,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,41509,5.5,14990,"NORWOOD PARK"
"546",60646,12,"Forest Glen",10,20.3,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,41509,5.5,14990,"NORTH PARK"
"547",60646,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,5491,"FOREST GLEN"
"548",60646,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,5491,"NORWOOD PARK"
"549",60646,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,5491,"NORTH PARK"
"550",60646,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,4727,"FOREST GLEN"
"551",60646,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,4727,"NORWOOD PARK"
"552",60646,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,4727,"NORTH PARK"
"553",60646,13,"North Park",10.9,14.6,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,24941,7.5,1948,"FOREST GLEN"
"554",60646,13,"North Park",10.9,14.6,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,24941,7.5,1948,"NORWOOD PARK"
"555",60646,13,"North Park",10.9,14.6,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,24941,7.5,1948,"NORTH PARK"
"556",60647,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,7230,"WEST TOWN"
"557",60647,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,7230,"LOGAN SQUARE"
"558",60647,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,7230,"HUMBOLDT PARK"
