"","ZIPCode","Community.Area","Community.Area.Name","Birth.Rate","Prostate.Cancer.in.Males","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males.1","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","Per.Capita.Income","Unemployment","2010Pop","Neighborhood"
"360",60630,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,3800,"NORTH PARK"
"361",60630,16,"Irving Park",15.8,17.9,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,26713,10.3,3800,"JEFFERSON PARK"
"362",60630,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,14234,"ALBANY PARK"
"363",60630,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,14234,"PORTAGE PARK"
"364",60630,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,14234,"NORTH PARK"
"365",60630,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,14234,"JEFFERSON PARK"
"366",60630,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,20721,"ALBANY PARK"
"367",60630,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,20721,"PORTAGE PARK"
"368",60630,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,20721,"NORTH PARK"
"369",60630,11,"Jefferson Park",13.8,32.1,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,27280,9,20721,"JEFFERSON PARK"
"370",60631,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,479,"NORWOOD PARK"
"371",60631,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,479,"EDISON PARK"
"372",60631,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,16534,"NORWOOD PARK"
"373",60631,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,16534,"EDISON PARK"
"374",60631,9,"Edison Park",11.3,28,59.5,7.9,86.6,12.6,3.9,0,13.8,189.7,15.1,53,7.1,4.6,45.2,28,38.9,134.7,0,NA,".",1.8,5.1,0.6,36.6,8.5,38337,7.4,11187,"NORWOOD PARK"
"375",60631,9,"Edison Park",11.3,28,59.5,7.9,86.6,12.6,3.9,0,13.8,189.7,15.1,53,7.1,4.6,45.2,28,38.9,134.7,0,NA,".",1.8,5.1,0.6,36.6,8.5,38337,7.4,11187,"EDISON PARK"
"376",60632,30,"South Lawndale",19.5,32.7,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,10697,11.5,0,"GAGE PARK"
"377",60632,30,"South Lawndale",19.5,32.7,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,10697,11.5,0,"ARCHER HEIGHTS"
"378",60632,30,"South Lawndale",19.5,32.7,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,10697,11.5,0,"WEST ELSDON"
"379",60632,30,"South Lawndale",19.5,32.7,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,10697,11.5,0,"BRIGHTON PARK"
"380",60632,58,"Brighton Park",20.6,15.1,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,13138,11.2,45122,"GAGE PARK"
"381",60632,58,"Brighton Park",20.6,15.1,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,13138,11.2,45122,"ARCHER HEIGHTS"
"382",60632,58,"Brighton Park",20.6,15.1,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,13138,11.2,45122,"WEST ELSDON"
"383",60632,58,"Brighton Park",20.6,15.1,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,13138,11.2,45122,"BRIGHTON PARK"
"384",60632,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,21641,"GAGE PARK"
"385",60632,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,21641,"ARCHER HEIGHTS"
"386",60632,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,21641,"WEST ELSDON"
"387",60632,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,21641,"BRIGHTON PARK"
"388",60632,62,"West Elsdon",20.8,44.7,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,16938,13.5,7243,"GAGE PARK"
"389",60632,62,"West Elsdon",20.8,44.7,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,16938,13.5,7243,"ARCHER HEIGHTS"
"390",60632,62,"West Elsdon",20.8,44.7,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,16938,13.5,7243,"WEST ELSDON"
"391",60632,62,"West Elsdon",20.8,44.7,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,16938,13.5,7243,"BRIGHTON PARK"
"392",60632,57,"Archer Heights",18.1,20.5,80,8.7,74.3,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,NA,".",1.5,13,8.5,40.5,36.4,16145,14.2,13393,"GAGE PARK"
"393",60632,57,"Archer Heights",18.1,20.5,80,8.7,74.3,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,NA,".",1.5,13,8.5,40.5,36.4,16145,14.2,13393,"ARCHER HEIGHTS"
"394",60632,57,"Archer Heights",18.1,20.5,80,8.7,74.3,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,NA,".",1.5,13,8.5,40.5,36.4,16145,14.2,13393,"WEST ELSDON"
"395",60632,57,"Archer Heights",18.1,20.5,80,8.7,74.3,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,NA,".",1.5,13,8.5,40.5,36.4,16145,14.2,13393,"BRIGHTON PARK"
"396",60632,59,"McKinley Park",16.7,0,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,17577,11.9,175,"GAGE PARK"
"397",60632,59,"McKinley Park",16.7,0,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,17577,11.9,175,"ARCHER HEIGHTS"
"398",60632,59,"McKinley Park",16.7,0,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,17577,11.9,175,"WEST ELSDON"
"399",60632,59,"McKinley Park",16.7,0,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,17577,11.9,175,"BRIGHTON PARK"
"400",60632,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,3752,"GAGE PARK"
"401",60632,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,3752,"ARCHER HEIGHTS"
"402",60632,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,3752,"WEST ELSDON"
"403",60632,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,3752,"BRIGHTON PARK"
"404",60633,55,"Hegewisch",13.7,28.6,73.2,7.7,66.9,13.1,47.1,6.9,20,210,16.7,80,13.4,8.4,57.9,28.6,47.1,298.8,1.1,NA,".",2.1,12.1,4.4,41.6,17.9,22561,9.6,8690,"HEGEWISCH"
"405",60633,50,"Pullman",14.3,92.9,66.5,11.2,81.3,12.1,67.9,32.2,34.6,262.5,28.1,78.5,32.1,13.6,83.8,92.9,65.3,398.5,3.7,829.1,"1480.4",2.7,20.1,1.4,42,15.6,19007,21,0,"HEGEWISCH"
"406",60633,51,"South Deering",15.8,48.7,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907,"1018.2",2.6,24.5,6,41.4,21.9,15506,11.8,31,"HEGEWISCH"
"407",60634,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,11550,"PORTAGE PARK"
"408",60634,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,11550,"DUNNING"
"409",60634,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,11550,"BELMONT CRAGIN"
"410",60634,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,60,"PORTAGE PARK"
"411",60634,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,60,"DUNNING"
"412",60634,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,60,"BELMONT CRAGIN"
"413",60634,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,5455,"PORTAGE PARK"
"414",60634,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,5455,"DUNNING"
"415",60634,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,5455,"BELMONT CRAGIN"
"416",60634,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,16720,"PORTAGE PARK"
"417",60634,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,16720,"DUNNING"
"418",60634,15,"Portage Park",14.2,14.8,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,23617,10.6,16720,"BELMONT CRAGIN"
"419",60634,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,40513,"PORTAGE PARK"
"420",60634,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,40513,"DUNNING"
"421",60634,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,40513,"BELMONT CRAGIN"
"422",60636,66,"Chicago Lawn",20.1,22.1,85.3,9.4,78.4,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,"1159.9",5.3,22.2,6.5,40,31.6,14405,11.9,4525,"ENGLEWOOD"
"423",60636,66,"Chicago Lawn",20.1,22.1,85.3,9.4,78.4,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,"1159.9",5.3,22.2,6.5,40,31.6,14405,11.9,4525,"WEST ENGLEWOOD"
"424",60636,66,"Chicago Lawn",20.1,22.1,85.3,9.4,78.4,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,"1159.9",5.3,22.2,6.5,40,31.6,14405,11.9,4525,"CHICAGO LAWN"
"425",60636,68,"Englewood",20,57.7,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,11993,21.3,549,"ENGLEWOOD"
"426",60636,68,"Englewood",20,57.7,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,11993,21.3,549,"WEST ENGLEWOOD"
"427",60636,68,"Englewood",20,57.7,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,11993,21.3,549,"CHICAGO LAWN"
"428",60636,67,"West Englewood",20.3,75,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75,64.6,450.6,2.6,2762.2,"2545.7",10.9,32.3,6.9,40.9,30.3,10559,34.7,35505,"ENGLEWOOD"
"429",60636,67,"West Englewood",20.3,75,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75,64.6,450.6,2.6,2762.2,"2545.7",10.9,32.3,6.9,40.9,30.3,10559,34.7,35505,"WEST ENGLEWOOD"
"430",60636,67,"West Englewood",20.3,75,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75,64.6,450.6,2.6,2762.2,"2545.7",10.9,32.3,6.9,40.9,30.3,10559,34.7,35505,"CHICAGO LAWN"
"431",60636,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,337,"ENGLEWOOD"
"432",60636,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,337,"WEST ENGLEWOOD"
"433",60636,63,"Gage Park",21.8,41.1,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,12014,14,337,"CHICAGO LAWN"
"434",60637,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,23739,"WASHINGTON PARK"
"435",60637,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,23739,"WOODLAWN"
"436",60637,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,23739,"HYDE PARK"
"437",60637,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,23739,"GREATER GRAND CROSSING"
"438",60637,40,"Washington Park",19.3,67,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,13087,23.2,7922,"WASHINGTON PARK"
"439",60637,40,"Washington Park",19.3,67,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,13087,23.2,7922,"WOODLAWN"
"440",60637,40,"Washington Park",19.3,67,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,13087,23.2,7922,"HYDE PARK"
"441",60637,40,"Washington Park",19.3,67,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,13087,23.2,7922,"GREATER GRAND CROSSING"
"442",60637,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,2329,"WASHINGTON PARK"
"443",60637,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,2329,"WOODLAWN"
"444",60637,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,2329,"HYDE PARK"
"445",60637,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,2329,"GREATER GRAND CROSSING"
"446",60637,69,"Greater Grand Crossing",18.2,70.3,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,17213,18.9,6980,"WASHINGTON PARK"
"447",60637,69,"Greater Grand Crossing",18.2,70.3,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,17213,18.9,6980,"WOODLAWN"
"448",60637,69,"Greater Grand Crossing",18.2,70.3,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,17213,18.9,6980,"HYDE PARK"
"449",60637,69,"Greater Grand Crossing",18.2,70.3,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,17213,18.9,6980,"GREATER GRAND CROSSING"
"450",60637,41,"Hyde Park",9.7,24.1,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,39243,6.9,8533,"WASHINGTON PARK"
"451",60637,41,"Hyde Park",9.7,24.1,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,39243,6.9,8533,"WOODLAWN"
"452",60637,41,"Hyde Park",9.7,24.1,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,39243,6.9,8533,"HYDE PARK"
"453",60637,41,"Hyde Park",9.7,24.1,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,39243,6.9,8533,"GREATER GRAND CROSSING"
"454",60638,64,"Clearing",14.6,18.7,68.3,7.4,85.8,8,38.7,9.4,23.6,189.4,22.5,72,12.7,6.7,58.6,18.7,53.5,302,0.3,NA,".",0.9,5.9,3.4,36.4,18.5,23920,9.6,20212,"CLEARING"
"455",60638,64,"Clearing",14.6,18.7,68.3,7.4,85.8,8,38.7,9.4,23.6,189.4,22.5,72,12.7,6.7,58.6,18.7,53.5,302,0.3,NA,".",0.9,5.9,3.4,36.4,18.5,23920,9.6,20212,"GARFIELD RIDGE"
"456",60638,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,30761,"CLEARING"
"457",60638,56,"Garfield Ridge",13.4,30.9,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,24684,8.1,30761,"GARFIELD RIDGE"
"458",60639,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,52039,"HUMBOLDT PARK"
"459",60639,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,52039,"HERMOSA"
