"","Neighborhood","ZIPCode","Community.Area","Community.Area.Name","Diabetes.related","Per.Capita.Income","Unemployment","2010Pop","Birth.Rate","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related.1","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","AcresOfParks","NumberOfParks","Liquor Licenses","Grocery Stores"
"249","HEGEWISCH",60617,55,"Hegewisch",80,22561,9.6,736,13.7,73.2,7.7,66.9,13.1,47.1,6.9,20,210,16.7,80,13.4,8.4,57.9,28.6,47.1,298.8,1.1,NA,".",2.1,12.1,4.4,41.6,17.9,673.06,21,61,3
"250","HEGEWISCH",60617,45,"Avalon Park",83.9,23495,16.6,3644,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,"2059.9",1.9,16.7,0.6,41.9,13.3,673.06,21,61,3
"251","HEGEWISCH",60617,51,"South Deering",80.6,15506,11.8,15078,15.8,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907,"1018.2",2.6,24.5,6,41.4,21.9,673.06,21,61,3
"252","HEGEWISCH",60617,46,"South Chicago",86.9,15393,17.7,30539,18.1,82.2,13,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,"893.5",6.9,28,5.9,43.1,28.2,673.06,21,61,3
"253","HEGEWISCH",60617,48,"Calumet Heights",81.4,28977,17.2,11116,10,57.4,9.3,75,16.4,39.3,19.5,33.5,216.6,36,81.4,24.5,13.9,48,40.4,39.2,383.2,0.3,1188,"1106.5",2.8,12,1.8,42.3,11.2,673.06,21,61,3
"254","HEGEWISCH",60633,55,"Hegewisch",80,22561,9.6,8690,13.7,73.2,7.7,66.9,13.1,47.1,6.9,20,210,16.7,80,13.4,8.4,57.9,28.6,47.1,298.8,1.1,NA,".",2.1,12.1,4.4,41.6,17.9,138.76,3,16,3
"255","HEGEWISCH",60633,50,"Pullman",78.5,19007,21,0,14.3,66.5,11.2,81.3,12.1,67.9,32.2,34.6,262.5,28.1,78.5,32.1,13.6,83.8,92.9,65.3,398.5,3.7,829.1,"1480.4",2.7,20.1,1.4,42,15.6,138.76,3,16,3
"256","HEGEWISCH",60633,51,"South Deering",80.6,15506,11.8,31,15.8,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907,"1018.2",2.6,24.5,6,41.4,21.9,138.76,3,16,3
"257","HEGEWISCH",60617,52,"East Side",73.9,15347,14.5,23042,17.7,85.8,6.4,73.3,11,53,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,"98.6",5.2,18.7,8.3,42.5,35.5,673.06,21,61,3
"258","HERMOSA",60641,19,"Belmont Cragin",58.6,15246,11.5,13826,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,61.16,7,97,7
"259","HERMOSA",60641,20,"Hermosa",63.6,15411,12.9,4283,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,61.16,7,97,7
"260","HERMOSA",60639,21,"Avondale",52.7,20489,9.3,0,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,99.11,11,99,7
"261","HERMOSA",60639,25,"Austin",113.9,15920,21,14387,18,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,99.11,11,99,7
"262","HERMOSA",60641,21,"Avondale",52.7,20489,9.3,3289,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,61.16,7,97,7
"263","HERMOSA",60639,22,"Logan Square",75.7,29026,7.5,144,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,99.11,11,99,7
"264","HERMOSA",60641,15,"Portage Park",48.2,23617,10.6,33165,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,61.16,7,97,7
"265","HERMOSA",60639,23,"Humboldt Park",94.1,13391,12.3,3845,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,99.11,11,99,7
"266","HERMOSA",60641,14,"Albany Park",72.1,20355,9,43,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,61.16,7,97,7
"267","HERMOSA",60639,20,"Hermosa",63.6,15411,12.9,19992,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,99.11,11,99,7
"268","HERMOSA",60641,16,"Irving Park",60.2,26713,10.3,17057,15.8,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,61.16,7,97,7
"269","HERMOSA",60639,19,"Belmont Cragin",58.6,15246,11.5,52039,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,99.11,11,99,7
"270","HUMBOLDT PARK",60639,20,"Hermosa",63.6,15411,12.9,19992,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,99.11,11,99,16
"271","HUMBOLDT PARK",60647,21,"Avondale",52.7,20489,9.3,1528,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,28.68,19,374,16
"272","HUMBOLDT PARK",60639,19,"Belmont Cragin",58.6,15246,11.5,52039,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,99.11,11,99,16
"273","HUMBOLDT PARK",60647,24,"West Town",107,39596,6,7230,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,28.68,19,374,16
"274","HUMBOLDT PARK",60651,23,"Humboldt Park",94.1,13391,12.3,36107,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,21.34,10,22,16
"275","HUMBOLDT PARK",60639,23,"Humboldt Park",94.1,13391,12.3,3845,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,99.11,11,99,16
"276","HUMBOLDT PARK",60647,23,"Humboldt Park",94.1,13391,12.3,7671,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,28.68,19,374,16
"277","HUMBOLDT PARK",60639,21,"Avondale",52.7,20489,9.3,0,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,99.11,11,99,16
"278","HUMBOLDT PARK",60647,7,"Lincoln Park",50.1,71403,4.5,314,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,28.68,19,374,16
"279","HUMBOLDT PARK",60647,22,"Logan Square",75.7,29026,7.5,69813,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,28.68,19,374,16
"280","HUMBOLDT PARK",60639,25,"Austin",113.9,15920,21,14387,18,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,99.11,11,99,16
"281","HUMBOLDT PARK",60647,20,"Hermosa",63.6,15411,12.9,735,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,28.68,19,374,16
"282","HUMBOLDT PARK",60651,24,"West Town",107,39596,6,0,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,21.34,10,22,16
"283","HUMBOLDT PARK",60639,22,"Logan Square",75.7,29026,7.5,144,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,99.11,11,99,16
"284","HUMBOLDT PARK",60651,25,"Austin",113.9,15920,21,28160,18,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,21.34,10,22,16
"285","HYDE PARK",60637,43,"South Shore",95.4,18366,17.7,2329,15.7,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,995.01,15,34,3
"286","HYDE PARK",60615,38,"Grand Boulevard",82.6,22056,20.6,8366,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,43.26,12,65,3
"287","HYDE PARK",60637,69,"Greater Grand Crossing",92.3,17213,18.9,6980,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,995.01,15,34,3
"288","HYDE PARK",60637,41,"Hyde Park",34,39243,6.9,8533,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,995.01,15,34,3
"289","HYDE PARK",60637,42,"Woodlawn",82.1,18928,17.3,23739,15.1,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,995.01,15,34,3
"290","HYDE PARK",60615,41,"Hyde Park",34,39243,6.9,17148,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,43.26,12,65,3
"291","HYDE PARK",60615,40,"Washington Park",88.2,13087,23.2,3269,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,43.26,12,65,3
"292","HYDE PARK",60615,39,"Kenwood",45.5,37519,11,11820,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,43.26,12,65,3
"293","HYDE PARK",60637,40,"Washington Park",88.2,13087,23.2,7922,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,995.01,15,34,3
"294","IRVING PARK",60618,4,"Lincoln Square",55.4,35503,6.8,90,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,128.92,17,230,7
"295","IRVING PARK",60618,21,"Avondale",52.7,20489,9.3,34445,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,128.92,17,230,7
"296","IRVING PARK",60618,22,"Logan Square",75.7,29026,7.5,647,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,128.92,17,230,7
"297","IRVING PARK",60641,15,"Portage Park",48.2,23617,10.6,33165,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,61.16,7,97,7
"298","IRVING PARK",60641,16,"Irving Park",60.2,26713,10.3,17057,15.8,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,61.16,7,97,7
"299","IRVING PARK",60641,14,"Albany Park",72.1,20355,9,43,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,61.16,7,97,7
"300","IRVING PARK",60641,20,"Hermosa",63.6,15411,12.9,4283,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,61.16,7,97,7
"301","IRVING PARK",60641,21,"Avondale",52.7,20489,9.3,3289,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,61.16,7,97,7
"302","IRVING PARK",60618,14,"Albany Park",72.1,20355,9,1299,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,128.92,17,230,7
"303","IRVING PARK",60618,16,"Irving Park",60.2,26713,10.3,32502,15.8,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,128.92,17,230,7
"304","IRVING PARK",60618,5,"North Center",49.8,51615,4.5,23101,22.4,76.2,9.1,80.4,9.8,8.4,1,16.6,152.1,26.1,49.8,1,2.7,42.4,15.1,41.6,178.1,0.9,85.4,"188.6",1.9,7.1,0.2,25.5,5.4,128.92,17,230,7
"305","IRVING PARK",60641,19,"Belmont Cragin",58.6,15246,11.5,13826,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,61.16,7,97,7
"306","JEFFERSON PARK",60630,14,"Albany Park",72.1,20355,9,10765,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,82.19,13,85,3
"307","JEFFERSON PARK",60630,10,"Norwood Park",47.3,31659,7.3,292,10.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,82.19,13,85,3
"308","JEFFERSON PARK",60630,15,"Portage Park",48.2,23617,10.6,14234,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,82.19,13,85,3
"309","JEFFERSON PARK",60630,13,"North Park",58.9,24941,7.5,766,10.9,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,82.19,13,85,3
"310","JEFFERSON PARK",60630,16,"Irving Park",60.2,26713,10.3,3800,15.8,67.1,7.7,79.9,10.2,37,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42,333.5,0.6,159.6,"74.5",9.3,10.8,5.6,31.6,22,82.19,13,85,3
"311","JEFFERSON PARK",60630,11,"Jefferson Park",49.2,27280,9,20721,13.8,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,82.19,13,85,3
"312","JEFFERSON PARK",60630,12,"Forest Glen",37.2,41509,5.5,3515,10,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,82.19,13,85,3
"313","KENWOOD",60615,39,"Kenwood",45.5,37519,11,11820,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,43.26,12,65,4
"314","KENWOOD",60653,36,"Oakland",88.7,19312,26.6,5918,17.5,63.9,13.5,75,11.5,54.5,18.9,20.6,159.7,14.5,88.7,12.6,8.2,54.5,54.2,43.7,435.4,0.3,1655.4,"1629.3",6.7,38.1,3.5,40.5,17.6,38.55,17,28,4
"315","KENWOOD",60653,39,"Kenwood",45.5,37519,11,6021,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,38.55,17,28,4
"316","KENWOOD",60615,38,"Grand Boulevard",82.6,22056,20.6,8366,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,43.26,12,65,4
"317","KENWOOD",60653,38,"Grand Boulevard",82.6,22056,20.6,12751,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,38.55,17,28,4
"318","KENWOOD",60653,35,"Douglas",119.1,23098,16.7,5218,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,38.55,17,28,4
"319","KENWOOD",60615,40,"Washington Park",88.2,13087,23.2,3269,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,43.26,12,65,4
"320","KENWOOD",60615,41,"Hyde Park",34,39243,6.9,17148,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,43.26,12,65,4
"321","LAKE VIEW",60613,6,"Lake View",38.5,58227,4.7,31176,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,"357.6",3.2,10.5,1.2,16.5,2.9,7.93,9,228,9
"322","LAKE VIEW",60613,5,"North Center",49.8,51615,4.5,3944,22.4,76.2,9.1,80.4,9.8,8.4,1,16.6,152.1,26.1,49.8,1,2.7,42.4,15.1,41.6,178.1,0.9,85.4,"188.6",1.9,7.1,0.2,25.5,5.4,7.93,9,228,9
"323","LAKE VIEW",60657,6,"Lake View",38.5,58227,4.7,61475,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,"357.6",3.2,10.5,1.2,16.5,2.9,4.54,10,448,9
"324","LAKE VIEW",60613,3,"Uptown",80,32355,7.7,13161,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,7.93,9,228,9
"325","LAKE VIEW",60657,7,"Lincoln Park",50.1,71403,4.5,0,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,4.54,10,448,9
"326","LAKE VIEW",60657,5,"North Center",49.8,51615,4.5,4521,22.4,76.2,9.1,80.4,9.8,8.4,1,16.6,152.1,26.1,49.8,1,2.7,42.4,15.1,41.6,178.1,0.9,85.4,"188.6",1.9,7.1,0.2,25.5,5.4,4.54,10,448,9
"327","LINCOLN PARK",60614,5,"North Center",49.8,51615,4.5,301,22.4,76.2,9.1,80.4,9.8,8.4,1,16.6,152.1,26.1,49.8,1,2.7,42.4,15.1,41.6,178.1,0.9,85.4,"188.6",1.9,7.1,0.2,25.5,5.4,1241.95,20,414,11
"328","LINCOLN PARK",60614,22,"Logan Square",75.7,29026,7.5,1054,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,1241.95,20,414,11
"329","LINCOLN PARK",60614,7,"Lincoln Park",50.1,71403,4.5,63545,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,1241.95,20,414,11
"330","LINCOLN PARK",60614,6,"Lake View",38.5,58227,4.7,1717,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,"357.6",3.2,10.5,1.2,16.5,2.9,1241.95,20,414,11
"331","LINCOLN SQUARE",60625,14,"Albany Park",72.1,20355,9,39435,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,"101.8",16.8,17.1,11.2,32.1,34.9,103.63,13,131,4
"332","LINCOLN SQUARE",60640,3,"Uptown",80,32355,7.7,43201,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,15.93,13,172,4
"333","LINCOLN SQUARE",60640,4,"Lincoln Square",55.4,35503,6.8,5911,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,15.93,13,172,4
"334","LINCOLN SQUARE",60625,13,"North Park",58.9,24941,7.5,6101,10.9,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,103.63,13,131,4
"335","LINCOLN SQUARE",60640,77,"Edgewater",48.8,33364,9,16678,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,15.93,13,172,4
"336","LINCOLN SQUARE",60625,4,"Lincoln Square",55.4,35503,6.8,33115,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,103.63,13,131,4
"337","LOGAN SQUARE",60639,23,"Humboldt Park",94.1,13391,12.3,3845,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,99.11,11,99,15
"338","LOGAN SQUARE",60639,22,"Logan Square",75.7,29026,7.5,144,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,99.11,11,99,15
"339","LOGAN SQUARE",60647,24,"West Town",107,39596,6,7230,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,28.68,19,374,15
"340","LOGAN SQUARE",60639,25,"Austin",113.9,15920,21,14387,18,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,99.11,11,99,15
"341","LOGAN SQUARE",60622,24,"West Town",107,39596,6,50196,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,231.45,13,294,15
"342","LOGAN SQUARE",60622,23,"Humboldt Park",94.1,13391,12.3,416,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,231.45,13,294,15
