"","Neighborhood","ZIPCode","Community.Area","Community.Area.Name","Diabetes.related","Per.Capita.Income","Unemployment","2010Pop","Birth.Rate","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related.1","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","AcresOfParks","NumberOfParks","Liquor Licenses","Grocery Stores"
"156","DOUGLAS",60616,33,"Near South Side",61.5,60593,5.7,10077,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,"318.7",5,11.1,1.4,21,7.1,688.81,17,166,2
"157","DOUGLAS",60616,35,"Douglas",119.1,23098,16.7,12634,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,688.81,17,166,2
"158","DOUGLAS",60616,60,"Bridgeport",49.8,24969,11.2,11701,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,688.81,17,166,2
"159","DOUGLAS",60616,31,"Lower West Side",61.9,15467,13,1389,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,688.81,17,166,2
"160","DOUGLAS",60616,34,"Armour Square",42.5,16942,11.6,12485,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,688.81,17,166,2
"161","DUNNING",60634,17,"Dunning",42.5,26347,8.6,40513,12.5,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,43.47,4,118,9
"162","DUNNING",60634,76,"O'Hare",47.3,29402,4.7,60,15.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,43.47,4,118,9
"163","DUNNING",60634,18,"Montclaire",89.6,21257,10.8,5455,17.1,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,43.47,4,118,9
"164","DUNNING",60634,19,"Belmont Cragin",58.6,15246,11.5,11550,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,43.47,4,118,9
"165","DUNNING",60634,15,"Portage Park",48.2,23617,10.6,16720,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,"84.9",4,12.3,4.4,34.6,18.7,43.47,4,118,9
"166","EAST GARFIELD PARK",60612,23,"Humboldt Park",94.1,13391,12.3,1157,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,27.79,14,45,3
"167","EAST GARFIELD PARK",60612,27,"East Garfield Park",97.3,13596,16.4,10111,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11,56.3,78.1,47.5,503.7,0.9,2325.1,"1730.2",13.6,39.7,7.5,43.2,26.2,27.79,14,45,3
"168","EAST GARFIELD PARK",60612,29,"North Lawndale",99.2,12548,18.5,1634,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54,70.2,565.7,1.4,2529.9,"2236.3",9.3,38.6,7.2,40.9,30.4,27.79,14,45,3
"169","EAST GARFIELD PARK",60612,24,"West Town",107,39596,6,4951,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,27.79,14,45,3
"170","EAST GARFIELD PARK",60612,28,"Near West Side",62.3,41488,10.7,15619,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,27.79,14,45,3
"171","EAST SIDE",60617,45,"Avalon Park",83.9,23495,16.6,3644,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,"2059.9",1.9,16.7,0.6,41.9,13.3,673.06,21,61,3
"172","EAST SIDE",60617,48,"Calumet Heights",81.4,28977,17.2,11116,10,57.4,9.3,75,16.4,39.3,19.5,33.5,216.6,36,81.4,24.5,13.9,48,40.4,39.2,383.2,0.3,1188,"1106.5",2.8,12,1.8,42.3,11.2,673.06,21,61,3
"173","EAST SIDE",60617,52,"East Side",73.9,15347,14.5,23042,17.7,85.8,6.4,73.3,11,53,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,"98.6",5.2,18.7,8.3,42.5,35.5,673.06,21,61,3
"174","EAST SIDE",60617,46,"South Chicago",86.9,15393,17.7,30539,18.1,82.2,13,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,"893.5",6.9,28,5.9,43.1,28.2,673.06,21,61,3
"175","EAST SIDE",60617,55,"Hegewisch",80,22561,9.6,736,13.7,73.2,7.7,66.9,13.1,47.1,6.9,20,210,16.7,80,13.4,8.4,57.9,28.6,47.1,298.8,1.1,NA,".",2.1,12.1,4.4,41.6,17.9,673.06,21,61,3
"176","EAST SIDE",60617,51,"South Deering",80.6,15506,11.8,15078,15.8,76.7,14.9,76.9,15.7,65.3,41.3,25.3,224,32.5,80.6,35.1,11.8,59.2,48.7,54.9,427.1,0.3,907,"1018.2",2.6,24.5,6,41.4,21.9,673.06,21,61,3
"177","EDGEWATER",60640,4,"Lincoln Square",55.4,35503,6.8,5911,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,15.93,13,172,11
"178","EDGEWATER",60660,77,"Edgewater",48.8,33364,9,39843,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,17.35,8,70,11
"179","EDGEWATER",60660,2,"West Ridge",60.5,21375,7.9,2718,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36,14.2,34.7,331.4,1,141,"205.7",8.9,15.1,7,38.3,19.6,17.35,8,70,11
"180","EDGEWATER",60640,77,"Edgewater",48.8,33364,9,16678,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,15.93,13,172,11
"181","EDGEWATER",60640,3,"Uptown",80,32355,7.7,43201,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,15.93,13,172,11
"182","EDGEWATER",60660,1,"Rogers Park",77.1,23714,7.5,191,16.4,62,11,73,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,"423.3",11.4,22.7,7.9,28.8,18.1,17.35,8,70,11
"183","EDGEWATER",60660,4,"Lincoln Square",55.4,35503,6.8,0,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,17.35,8,70,11
"184","EDISON PARK",60631,10,"Norwood Park",47.3,31659,7.3,16534,10.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,40.54,10,49,1
"185","EDISON PARK",60631,76,"O'Hare",47.3,29402,4.7,479,15.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,40.54,10,49,1
"186","EDISON PARK",60631,9,"Edison Park",53,38337,7.4,11187,11.3,59.5,7.9,86.6,12.6,3.9,0,13.8,189.7,15.1,53,7.1,4.6,45.2,28,38.9,134.7,0,NA,".",1.8,5.1,0.6,36.6,8.5,40.54,10,49,1
"187","ENGLEWOOD",60636,63,"Gage Park",65,12014,14,337,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,86.27,8,27,8
"188","ENGLEWOOD",60621,69,"Greater Grand Crossing",92.3,17213,18.9,5666,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,54.58,14,22,8
"189","ENGLEWOOD",60621,68,"Englewood",101.8,11993,21.3,29777,20,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,54.58,14,22,8
"190","ENGLEWOOD",60621,40,"Washington Park",88.2,13087,23.2,469,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,54.58,14,22,8
"191","ENGLEWOOD",60636,67,"West Englewood",88.2,10559,34.7,35505,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75,64.6,450.6,2.6,2762.2,"2545.7",10.9,32.3,6.9,40.9,30.3,86.27,8,27,8
"192","ENGLEWOOD",60636,68,"Englewood",101.8,11993,21.3,549,20,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,86.27,8,27,8
"193","ENGLEWOOD",60636,66,"Chicago Lawn",73,14405,11.9,4525,20.1,85.3,9.4,78.4,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,"1159.9",5.3,22.2,6.5,40,31.6,86.27,8,27,8
"194","FOREST GLEN",60646,11,"Jefferson Park",49.2,27280,9,4727,13.8,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,NA,".",7.1,6.4,1.9,34.4,13.5,105.42,10,32,2
"195","FOREST GLEN",60646,12,"Forest Glen",37.2,41509,5.5,14990,10,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,105.42,10,32,2
"196","FOREST GLEN",60646,10,"Norwood Park",47.3,31659,7.3,5491,10.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,105.42,10,32,2
"197","FOREST GLEN",60646,13,"North Park",58.9,24941,7.5,1948,10.9,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,105.42,10,32,2
"198","FULLER PARK",60609,63,"Gage Park",65,12014,14,1288,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,200.46,21,64,1
"199","FULLER PARK",60609,40,"Washington Park",88.2,13087,23.2,57,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,200.46,21,64,1
"200","FULLER PARK",60609,60,"Bridgeport",49.8,24969,11.2,5115,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,200.46,21,64,1
"201","FULLER PARK",60609,61,"New City",83.7,12524,17.4,44377,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555,0.8,1052.6,"579.7",9.3,30.6,12.2,42,42.4,200.46,21,64,1
"202","FULLER PARK",60609,38,"Grand Boulevard",82.6,22056,20.6,812,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,200.46,21,64,1
"203","FULLER PARK",60609,35,"Douglas",119.1,23098,16.7,386,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,200.46,21,64,1
"204","FULLER PARK",60609,59,"McKinley Park",61.4,17577,11.9,8843,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,200.46,21,64,1
"205","FULLER PARK",60609,37,"Fuller Park",111.7,9016,40,2876,11.9,60.4,17.1,71.4,14.3,69.2,49.6,8.5,258.9,21.1,111.7,22.6,22.6,89.6,70.5,82.4,489.9,2.5,1061.9,"1556.4",0,55.5,4.5,38.2,33.7,200.46,21,64,1
"206","FULLER PARK",60609,58,"Brighton Park",69.7,13138,11.2,246,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,200.46,21,64,1
"207","FULLER PARK",60609,34,"Armour Square",42.5,16942,11.6,906,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,200.46,21,64,1
"208","GAGE PARK",60632,57,"Archer Heights",67.7,16145,14.2,13393,18.1,80,8.7,74.3,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0.5,NA,".",1.5,13,8.5,40.5,36.4,34.88,7,97,5
"209","GAGE PARK",60629,56,"Garfield Ridge",80.3,24684,8.1,0,13.4,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,411.2,8,53,5
"210","GAGE PARK",60632,30,"South Lawndale",65,10697,11.5,0,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,34.88,7,97,5
"211","GAGE PARK",60632,62,"West Elsdon",68.5,16938,13.5,7243,20.8,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,34.88,7,97,5
"212","GAGE PARK",60629,70,"Ashburn",80.1,22078,8.8,4,14.7,69,9,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529,"602.9",4.4,9.5,4.2,36.7,18.3,411.2,8,53,5
"213","GAGE PARK",60632,58,"Brighton Park",69.7,13138,11.2,45122,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,34.88,7,97,5
"214","GAGE PARK",60632,56,"Garfield Ridge",80.3,24684,8.1,3752,13.4,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,34.88,7,97,5
"215","GAGE PARK",60632,59,"McKinley Park",61.4,17577,11.9,175,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,34.88,7,97,5
"216","GAGE PARK",60629,65,"West Lawn",61.5,15898,7.8,32388,18.8,83.3,7.6,83.5,8.3,44.6,10.7,16.9,145.1,15.7,61.5,8.8,8.4,36.7,19.7,43.1,508.3,0.2,93.1,"87.2",4.3,15.3,6.8,41.9,33.4,411.2,8,53,5
"217","GAGE PARK",60629,62,"West Elsdon",68.5,16938,13.5,10866,20.8,92.3,4.6,81.2,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0.2,122,"115.9",4.5,9.8,8.7,38.7,39.6,411.2,8,53,5
"218","GAGE PARK",60629,64,"Clearing",72,23920,9.6,2927,14.6,68.3,7.4,85.8,8,38.7,9.4,23.6,189.4,22.5,72,12.7,6.7,58.6,18.7,53.5,302,0.3,NA,".",0.9,5.9,3.4,36.4,18.5,411.2,8,53,5
"219","GAGE PARK",60629,66,"Chicago Lawn",73,14405,11.9,51103,20.1,85.3,9.4,78.4,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,"1159.9",5.3,22.2,6.5,40,31.6,411.2,8,53,5
"220","GAGE PARK",60629,63,"Gage Park",65,12014,14,16628,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,411.2,8,53,5
"221","GAGE PARK",60632,63,"Gage Park",65,12014,14,21641,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,34.88,7,97,5
"222","GARFIELD RIDGE",60638,64,"Clearing",72,23920,9.6,20212,14.6,68.3,7.4,85.8,8,38.7,9.4,23.6,189.4,22.5,72,12.7,6.7,58.6,18.7,53.5,302,0.3,NA,".",0.9,5.9,3.4,36.4,18.5,98.93,11,93,4
"223","GARFIELD RIDGE",60638,56,"Garfield Ridge",80.3,24684,8.1,30761,13.4,69,8,81.7,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180,"101.8",3.5,9,2.6,39.5,19.4,98.93,11,93,4
"224","GRAND BOULEVARD",60653,35,"Douglas",119.1,23098,16.7,5218,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,38.55,17,28,4
"225","GRAND BOULEVARD",60653,39,"Kenwood",45.5,37519,11,6021,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,38.55,17,28,4
"226","GRAND BOULEVARD",60653,36,"Oakland",88.7,19312,26.6,5918,17.5,63.9,13.5,75,11.5,54.5,18.9,20.6,159.7,14.5,88.7,12.6,8.2,54.5,54.2,43.7,435.4,0.3,1655.4,"1629.3",6.7,38.1,3.5,40.5,17.6,38.55,17,28,4
"227","GRAND BOULEVARD",60653,38,"Grand Boulevard",82.6,22056,20.6,12751,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,38.55,17,28,4
"228","GREATER GRAND CROSSING",60620,49,"Roseland",95.5,17974,17.8,3392,14.3,68.8,12.2,69,12.8,79.7,40.9,43.5,258.5,32,95.5,37.7,9.6,70.3,57.6,55.6,369.5,1.9,1512,"1725.3",7.9,19.5,3.1,40.9,17.4,112.14,16,40,7
"229","GREATER GRAND CROSSING",60619,69,"Greater Grand Crossing",92.3,17213,18.9,17109,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,97.65,15,45,7
"230","GREATER GRAND CROSSING",60637,69,"Greater Grand Crossing",92.3,17213,18.9,6980,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,995.01,15,34,7
"231","GREATER GRAND CROSSING",60620,72,"Beverly",59.6,40107,7.8,4,11,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,112.14,16,40,7
"232","GREATER GRAND CROSSING",60619,49,"Roseland",95.5,17974,17.8,3101,14.3,68.8,12.2,69,12.8,79.7,40.9,43.5,258.5,32,95.5,37.7,9.6,70.3,57.6,55.6,369.5,1.9,1512,"1725.3",7.9,19.5,3.1,40.9,17.4,97.65,15,45,7
"233","GREATER GRAND CROSSING",60620,71,"Auburn Gresham",83.6,16022,24.2,48743,15.1,70.5,11.6,71.8,13.9,83.1,37.6,41.9,243,24.5,83.6,32.6,15.6,65.1,43.5,63.7,393.8,1.5,2032.2,"1986.7",7.3,24.5,4.1,42.1,19.5,112.14,16,40,7
"234","GREATER GRAND CROSSING",60620,69,"Greater Grand Crossing",92.3,17213,18.9,2847,18.2,82.4,12.9,72.3,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1.9,2500.3,"2034.2",4.8,25.6,4.2,42.9,17.9,112.14,16,40,7
"235","GREATER GRAND CROSSING",60619,45,"Avalon Park",83.9,23495,16.6,6541,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,"2059.9",1.9,16.7,0.6,41.9,13.3,97.65,15,45,7
"236","GREATER GRAND CROSSING",60620,44,"Chatham",73.2,20320,19,3304,14.4,71.3,15.4,72.5,15.6,68.2,45.2,41.9,213.5,24.1,73.2,37.9,10.9,51.5,47.9,50.3,418.3,0.5,1896.3,"1855.8",8.2,25.3,2.2,40,13.7,112.14,16,40,7
"237","GREATER GRAND CROSSING",60619,48,"Calumet Heights",81.4,28977,17.2,2696,10,57.4,9.3,75,16.4,39.3,19.5,33.5,216.6,36,81.4,24.5,13.9,48,40.4,39.2,383.2,0.3,1188,"1106.5",2.8,12,1.8,42.3,11.2,97.65,15,45,7
"238","GREATER GRAND CROSSING",60637,41,"Hyde Park",34,39243,6.9,8533,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144,11.7,34,5,10.4,34.9,24.1,26,369,0,216.6,"168.4",5.3,18.2,2.5,26.7,5.3,995.01,15,34,7
"239","GREATER GRAND CROSSING",60620,70,"Ashburn",80.1,22078,8.8,1085,14.7,69,9,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529,"602.9",4.4,9.5,4.2,36.7,18.3,112.14,16,40,7
"240","GREATER GRAND CROSSING",60637,42,"Woodlawn",82.1,18928,17.3,23739,15.1,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,995.01,15,34,7
"241","GREATER GRAND CROSSING",60619,43,"South Shore",95.4,18366,17.7,3691,15.7,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,97.65,15,45,7
"242","GREATER GRAND CROSSING",60619,44,"Chatham",73.2,20320,19,27724,14.4,71.3,15.4,72.5,15.6,68.2,45.2,41.9,213.5,24.1,73.2,37.9,10.9,51.5,47.9,50.3,418.3,0.5,1896.3,"1855.8",8.2,25.3,2.2,40,13.7,97.65,15,45,7
"243","GREATER GRAND CROSSING",60637,43,"South Shore",95.4,18366,17.7,2329,15.7,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,995.01,15,34,7
"244","GREATER GRAND CROSSING",60620,68,"Englewood",101.8,11993,21.3,328,20,85.8,14.5,69.7,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2.8,2594.9,"2323.5",11.3,42.2,4.8,43.4,29.4,112.14,16,40,7
"245","GREATER GRAND CROSSING",60619,50,"Pullman",78.5,19007,21,47,14.3,66.5,11.2,81.3,12.1,67.9,32.2,34.6,262.5,28.1,78.5,32.1,13.6,83.8,92.9,65.3,398.5,3.7,829.1,"1480.4",2.7,20.1,1.4,42,15.6,97.65,15,45,7
"246","GREATER GRAND CROSSING",60619,47,"Burnside",86.1,13756,23.4,2916,12.9,64,7.9,68.4,13.2,68.7,70.3,7.6,191.2,32.8,86.1,70.3,13,69.5,44,99.1,375,3.6,3108.8,"1574.8",6.8,22.5,5.5,40.4,18.6,97.65,15,45,7
"247","GREATER GRAND CROSSING",60620,73,"Washington Heights",79.5,19709,18.3,12513,12,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,112.14,16,40,7
"248","GREATER GRAND CROSSING",60637,40,"Washington Park",88.2,13087,23.2,7922,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,995.01,15,34,7
